label	text_a	text_b
0	The replication profile is predominantly determined by the kinetics of origin firing, allowing us to reconstruct chromosome-wide timing profiles from an asynchronous culture.	Most termination events in Okazaki fragments are dictated by initiation patterns.
1	We show that leading-strand initiation preferentially occurs within a nucleosome-free region at replication origins.	Most termination events in Okazaki fragments are dictated by initiation patterns.
0	Strikingly, live mice can be obtained upon injection of AG-haESCs into MII oocytes, and these mice bear haESC-carried genetic traits and develop into fertile adults.	Mouse models can be generated using "artificial spermatids."
1	Furthermore, gene targeting via homologous recombination is feasible in the AG-haESCs.	Mouse models can be generated using "artificial spermatids."
0	Ascorbic-acid levels were undetectable or markedly reduced in the blood and tissues of Slc23a1−/− mice.Slc23a1−/− mice died within a few minutes of birth with respiratory failure and intraparenchymal brain hemorrhage.	Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.
0	Brain hemorrhage was unlikely to be simply a form of scurvy since Slc23a1−/− mice showed no hemorrhage in any other tissues and their skin had normal skin 4-hydroxyproline levels despite low ascorbic-acid content.	Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.
1	Deficiency of the transporter is lethal in newborn mice, thereby revealing a previously unrecognized requirement for ascorbic acid in the perinatal period.	Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.
1	We conclude that Slc23a1 is required for transport of ascorbic acid into many tissues and across the placenta.	Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.
1	Cultured embryonic fibroblasts from homozygous Slc23a1−/− mice had less than 5% of normal ascorbic-acid uptake.	Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.
0	rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation.	Mutations in RIM1 decrease levels of IME1 RNA.
0	These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.	Mutations in RIM1 decrease levels of IME1 RNA.
1	The carboxyl-terminus of RIM1 is enriched in acidic amino acids and is required for full RIM1 activity.	Mutations in RIM1 decrease levels of IME1 RNA.
1	The RIM1 gene product (RIM1) contains three regions similar to C2H2 zinc fingers.	Mutations in RIM1 decrease levels of IME1 RNA.
2	rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation.	Mutations in RIM1 raise levels of IME1 RNA.
2	These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.	Mutations in RIM1 raise levels of IME1 RNA.
1	We report the sequence of RIM1 and functional analysis of its coding region.	Mutations in RIM1 raise levels of IME1 RNA.
1	In addition to RIM1, maximum IME1 expression requires the MCK1 and IME4 gene products.	Mutations in RIM1 raise levels of IME1 RNA.
0	We report a newly developed technique for high-resolution in vivo imaging of myelinated axons in the brain, spinal cord and peripheral nerve that requires no fluorescent labeling.	Myelin sheaths play a role in action potential propagation.
0	Striking color patterns unique to individual myelinated fibers are generated that facilitate their tracing in dense axonal areas.	Myelin sheaths play a role in action potential propagation.
1	These patterns highlight nodes of Ranvier and Schmidt-Lanterman incisures and can be used to detect various myelin pathologies.	Myelin sheaths play a role in action potential propagation.
1	This method, based on spectral confocal reflectance microscopy (SCoRe), uses a conventional laser-scanning confocal system to generate images by merging the simultaneously reflected signals from multiple lasers of different wavelengths.	Myelin sheaths play a role in action potential propagation.
0	N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N.	N348I mutations cause resistance to nevirapine.
1	The British Columbia Centre for Excellence in HIV/AIDS (the Centre) genotypes clinical isolates up to codon 400 in RT, and our retrospective statistical analyses of the Centre’s database have identified an N348I mutation in the RT connection domain in treatment-experienced individuals.	N348I mutations cause resistance to nevirapine.
2	N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N.	N348I mutations reduce resistance to nevirapine.
1	The association with TAMs and NNRTI resistance mutations was consistent with the selection of N348I in patients treated with regimens that included both zidovudine and nevirapine (odds ratio 2.62, 95% confidence interval 1.43–4.81).	N348I mutations reduce resistance to nevirapine.
2	To study the effects of Lrh-1 on mouse gestation, we genetically disrupted its expression in the corpus luteum, resulting in luteal insufficiency.Hormone replacement permitted embryo implantation but was followed by gestational failure with impaired endometrial decidualization, compromised placental formation, fetal growth retardation and fetal death.	NR5A2 does not play a role in development of endometrial tissues.
2	Lrh-1 is also expressed in the mouse and human endometrium, and in a primary culture of human endometrial stromal cells, reduction of NR5A2 transcript abundance by RNA interference abrogated decidualization.	NR5A2 does not play a role in development of endometrial tissues.
1	Germline ablation of Nr5a2 (also called Lrh-1), the gene coding for Lrh-1, in mice is embryonically lethal at gastrulation.	NR5A2 does not play a role in development of endometrial tissues.
1	It therefore has multiple, indispensible roles in establishing and sustaining pregnancy.	NR5A2 does not play a role in development of endometrial tissues.
1	It is strongly expressed in granulosa cells of ovarian follicles and in the corpus luteum of rodents and humans.	NR5A2 does not play a role in development of endometrial tissues.
2	In participants of our case-cohort study who were free of T2D and cardiovascular disease at baseline, we observed a 21% (95% CI 3%-36%) decreased risk of incident T2D per one standard deviation (SD) higher log-transformed NT-pro-BNP levels in analysis adjusted for age, sex, body mass index, systolic blood pressure, smoking, family history of T2D, history of hypertension, and levels of triglycerides, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol.CONCLUSIONS Our results provide evidence for a potential causal role of the BNP system in the aetiology of T2D.	Natriuretic peptides increase susceptibility to diabetes.
1	Further studies are needed to investigate the mechanisms underlying this association and possibilities for preventive interventions.	Natriuretic peptides increase susceptibility to diabetes.
1	Using a Mendelian randomization approach, we compared the observed association between rs198389 and T2D to that expected from the NT-pro-BNP level to T2D association and the NT-pro-BNP difference per C allele of rs198389.	Natriuretic peptides increase susceptibility to diabetes.
0	In participants of our case-cohort study who were free of T2D and cardiovascular disease at baseline, we observed a 21% (95% CI 3%-36%) decreased risk of incident T2D per one standard deviation (SD) higher log-transformed NT-pro-BNP levels in analysis adjusted for age, sex, body mass index, systolic blood pressure, smoking, family history of T2D, history of hypertension, and levels of triglycerides, high-density lipoprotein cholesterol, and low-density lipoprotein cholesterol.	Natriuretic peptides protect against diabetes.
0	CONCLUSIONS Our results provide evidence for a potential causal role of the BNP system in the aetiology of T2D.	Natriuretic peptides protect against diabetes.
1	We combined our results with existing data in a meta-analysis of 11 case-control studies.	Natriuretic peptides protect against diabetes.
1	Please see later in the article for the Editors' Summary.	Natriuretic peptides protect against diabetes.
0	Here we show that chromatin fibers, so-called neutrophil extracellular traps (NETs), are released by ANCA-stimulated neutrophils and contain the targeted autoantigens proteinase-3 (PR3) and myeloperoxidase (MPO).	Neutrophil extracellular trap (NET) antigens may contain the targeted autoantigens PR3 and MPO.
1	Small-vessel vasculitis (SVV) is a chronic autoinflammatory condition linked to antineutrophil cytoplasm autoantibodies (ANCAs).	Neutrophil extracellular trap (NET) antigens may contain the targeted autoantigens PR3 and MPO.
0	In contrast, large microbes triggered ROS extracellularly, amplifying IL-1β expression to recruit numerous neutrophils forming cooperative clusters.	Neutrophils produce IL-1β in response to large particles.
1	These findings highlight the impact of ROS localization on signal transduction.	Neutrophils produce IL-1β in response to large particles.
2	A single dose of EILV/CHIKV produced in mosquito cells elicited rapid (within 4 d) and long-lasting (>290 d) neutralizing antibodies that provided complete protection in two different mouse models.In nonhuman primates, EILV/CHIKV elicited rapid and robust immunity that protected against viremia and telemetrically monitored fever.	Nonhuman primates are incapable of producing neutralizing antibodies in reponse to the Eilat virus (EILV) produced in mosquitos.
1	The recombinant EILV/CHIKV was structurally identical at 10 Å to wild-type CHIKV, as determined by single-particle cryo-electron microscopy, and it mimicked the early stages of CHIKV replication in vertebrate cells from attachment and entry to viral RNA delivery.	Nonhuman primates are incapable of producing neutralizing antibodies in reponse to the Eilat virus (EILV) produced in mosquitos.
1	Yet the recombinant virus remained completely defective for productive replication, providing a high degree of safety.	Nonhuman primates are incapable of producing neutralizing antibodies in reponse to the Eilat virus (EILV) produced in mosquitos.
0	RESULTS The residual lifetime risks for developing hypertension and stage 1 high blood pressure or higher (greater-than-or-equal to 140/90 mm Hg regardless of treatment) were 90% in both 55- and 65-year-old participants.	Nonhypertensive people who are 55 years old have a 90% chance of developing hypertension during their lifetime.
0	CONCLUSION The residual lifetime risk for hypertension for middle-aged and elderly individuals is 90%, indicating a huge public health burden.	Nonhypertensive people who are 55 years old have a 90% chance of developing hypertension during their lifetime.
1	DESIGN, SETTING, AND PARTICIPANTS Community-based prospective cohort study of 1298 participants from the Framingham Heart Study who were aged 55 to 65 years and free of hypertension at baseline (1976-1998).	Nonhypertensive people who are 55 years old have a 90% chance of developing hypertension during their lifetime.
1	OBJECTIVES To estimate the residual lifetime risk for hypertension in older US adults and to evaluate temporal trends in this risk.	Nonhypertensive people who are 55 years old have a 90% chance of developing hypertension during their lifetime.
2	Within the first hour of treatment, 14 patients (70%) in the NIV group, and 5 patients (25%) in the standard treatment group improved their ratio of the PaO2 to the fraction of inspired oxygen (FIO2).	Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.
2	Over time, a sustained improvement in PaO2 to FIO2 was noted in 12 patients (60%) in the NIV group, and in 5 patients (25%) randomized to standard treatment (P = .03).	Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.
2	The use of NIV was associated with a significant reduction in the rate of endotracheal intubation (20% vs 70%; P = .002), rate of fatal complications (20% vs 50%; P = .05), length of stay in the intensive care unit by survivors (mean [SD] days, 5.5 [3] vs 9 [4]; P = .03), and intensive care unit mortality (20% vs 50%; P = .05).	Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.
2	CONCLUSIONS These results indicate that transplantation programs should consider NIV in the treatment of selected recipients of transplantation with acute respiratory failure.	Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.
1	RESULTS The 2 groups were similar at study entry.	Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.
1	DESIGN AND SETTING Prospective randomized study conducted at a 14-bed, general intensive care unit of a university hospital.	Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.
1	Hospital mortality did not differ.	Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.
1	Of these, 40 were eligible and 20 were randomized to each group.	Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.
2	RESULTS Regular use of aspirin and/or NSAIDs was associated with lower risk of colorectal cancer (prevalence, 28% vs 38%; odds ratio [OR], 0.69 [95% CI, 0.64-0.74]; P = 6.2 × 10(-28)) compared with nonregular use.	Nonsteroidal antinflammatory drugs are ineffective as cancer treatments.
2	Aspirin and/or NSAID use was associated with a lower risk of colorectal cancer among individuals with rs2965667-TT genotype (prevalence, 28% vs 38%; OR, 0.66 [95% CI, 0.61-0.70]; P = 7.7 × 10(-33)) but with a higher risk among those with rare (4%) TA or AA genotypes (prevalence, 35% vs 29%; OR, 1.89 [95% CI, 1.27-2.81]; P = .002).	Nonsteroidal antinflammatory drugs are ineffective as cancer treatments.
2	Regular use was associated with a lower risk of colorectal cancer among individuals with rs16973225-AA genotype (prevalence, 28% vs 38%; OR, 0.66 [95% CI, 0.62-0.71]; P = 1.9 × 10(-30)) but was not associated with risk of colorectal cancer among those with less common (9%) AC or CC genotypes (prevalence, 36% vs 39%; OR, 0.97 [95% CI, 0.78-1.20]; P = .76).	Nonsteroidal antinflammatory drugs are ineffective as cancer treatments.
1	EXPOSURES Genome-wide SNP data and information on regular use of aspirin and/or NSAIDs and other risk factors.	Nonsteroidal antinflammatory drugs are ineffective as cancer treatments.
1	In the conventional logistic regression analysis, the SNP rs2965667 at chromosome 12p12.3 near the MGST1 gene showed a genome-wide significant interaction with aspirin and/or NSAID use (P = 4.6 × 10(-9) for interaction).	Nonsteroidal antinflammatory drugs are ineffective as cancer treatments.
1	DESIGN, SETTING, AND PARTICIPANTS Case-control study using data from 5 case-control and 5 cohort studies initiated between 1976 and 2003 across the United States, Canada, Australia, and Germany and including colorectal cancer cases (n=8634) and matched controls (n=8553) ascertained between 1976 and 2011.	Nonsteroidal antinflammatory drugs are ineffective as cancer treatments.
0	RESULTS Regular use of aspirin and/or NSAIDs was associated with lower risk of colorectal cancer (prevalence, 28% vs 38%; odds ratio [OR], 0.69 [95% CI, 0.64-0.74]; P = 6.2 × 10(-28)) compared with nonregular use.	Nonsteroidal antinflammatory drugs show potential anticancer indications.
0	Aspirin and/or NSAID use was associated with a lower risk of colorectal cancer among individuals with rs2965667-TT genotype (prevalence, 28% vs 38%; OR, 0.66 [95% CI, 0.61-0.70]; P = 7.7 × 10(-33)) but with a higher risk among those with rare (4%) TA or AA genotypes (prevalence, 35% vs 29%; OR, 1.89 [95% CI, 1.27-2.81]; P = .002).	Nonsteroidal antinflammatory drugs show potential anticancer indications.
0	Regular use was associated with a lower risk of colorectal cancer among individuals with rs16973225-AA genotype (prevalence, 28% vs 38%; OR, 0.66 [95% CI, 0.62-0.71]; P = 1.9 × 10(-30)) but was not associated with risk of colorectal cancer among those with less common (9%) AC or CC genotypes (prevalence, 36% vs 39%; OR, 0.97 [95% CI, 0.78-1.20]; P = .76).	Nonsteroidal antinflammatory drugs show potential anticancer indications.
1	IMPORTANCE Use of aspirin and other nonsteroidal anti-inflammatory drugs (NSAIDs) is associated with lower risk of colorectal cancer.	Nonsteroidal antinflammatory drugs show potential anticancer indications.
1	CONCLUSIONS AND RELEVANCE In this genome-wide investigation of gene × environment interactions, use of aspirin and/or NSAIDs was associated with lower risk of colorectal cancer, and this association differed according to genetic variation at 2 SNPs at chromosomes 12 and 15.	Nonsteroidal antinflammatory drugs show potential anticancer indications.
1	MAIN OUTCOMES AND MEASURES Colorectal cancer.	Nonsteroidal antinflammatory drugs show potential anticancer indications.
0	Notably, a network structure analysis of this hierarchical network identified RUNX1 as a key mediator of the T-ALL induced by TLX1 and TLX3 and predicted a tumor-suppressor role for RUNX1 in T cell transformation.	Normal expression of RUNX1 causes tumorsupressing effects.
1	This systems biology analysis defined T cell leukemia homeobox 1 (TLX1) and TLX3 as master regulators of an oncogenic transcriptional circuit governing T-ALL.	Normal expression of RUNX1 causes tumorsupressing effects.
0	In the absence of TNF, intracellular bacterial growth and granuloma formation were accelerated and was followed by necrotic death of overladen macrophages and granuloma breakdown.	Normal granulomas form in the absence of TNF in Zebrafish.
0	Thus, TNF is not required for tuberculous granuloma formation, but maintains granuloma integrity indirectly by restricting mycobacterial growth within macrophages and preventing their necrosis.	Normal granulomas form in the absence of TNF in Zebrafish.
1	Loss of TNF signaling causes progression of tuberculosis in humans, and the increased mortality of Mycobacterium tuberculosis-infected mice is associated with disorganized necrotic granulomas, although the precise roles of TNF signaling preceding this endpoint remain undefined.	Normal granulomas form in the absence of TNF in Zebrafish.
1	We monitored transparent Mycobacterium marinum-infected zebrafish live to conduct a stepwise dissection of how TNF signaling operates in mycobacterial pathogenesis.	Normal granulomas form in the absence of TNF in Zebrafish.
2	In the absence of TNF, intracellular bacterial growth and granuloma formation were accelerated and was followed by necrotic death of overladen macrophages and granuloma breakdown.	Normal granulomas form in the presence of TNF in Zebrafish.
2	Thus, TNF is not required for tuberculous granuloma formation, but maintains granuloma integrity indirectly by restricting mycobacterial growth within macrophages and preventing their necrosis.	Normal granulomas form in the presence of TNF in Zebrafish.
1	We found that loss of TNF signaling caused increased mortality even when only innate immunity was operant.	Normal granulomas form in the presence of TNF in Zebrafish.
1	Loss of TNF signaling causes progression of tuberculosis in humans, and the increased mortality of Mycobacterium tuberculosis-infected mice is associated with disorganized necrotic granulomas, although the precise roles of TNF signaling preceding this endpoint remain undefined.	Normal granulomas form in the presence of TNF in Zebrafish.
0	Here, we report that the Notch ligand Jagged1 induced by growth factors via mitogen-activating protein kinase (MAPK) in head and neck squamous cell carcinoma (HNSCC) cells triggered Notch activation in neighboring endothelial cells (ECs) and promoted capillary-like sprout formation.	Notch signaling occurs between tumor cells and stromal cells.
0	Our results elucidate a novel mechanism by which the direct interplay between tumor cells and ECs promotes angiogenesis through MAPK and Notch signaling pathways.	Notch signaling occurs between tumor cells and stromal cells.
1	While significant progress has been made in understanding the induction of tumor vasculature by secreted angiogenic factors, little is known regarding contact-dependent signals that promote tumor angiogenesis.	Notch signaling occurs between tumor cells and stromal cells.
1	Jagged1-expressing HNSCC cells significantly enhanced neovascularization and tumor growth in vivo.	Notch signaling occurs between tumor cells and stromal cells.
0	We recently demonstrated that Notch signaling is involved in proliferation and survival of B cell-derived tumor cells of classic Hodgkin disease and described a novel mechanism for the oncogenic capacity of Notch.	Notch signaling occurs between tumor cells and stromal cells.
1	Functional data indicate that ligand-induced Notch signaling is a growth factor for MM cells and suggest that these interactions contribute to myelomagenesis in vivo.	Notch signaling occurs between tumor cells and stromal cells.
0	We established oats-avenin-specific and -reactive intestinal T-cell lines from these three patients, as well as from two other patients who appeared to tolerate oats.	Oat tolerant coeliac patients may have oat specific inflammatory cells in their small bowel mucosa.
1	Deamidation (glutamine→glutamic acid conversion) by tissue transglutaminase was involved in the avenin epitope formation.	Oat tolerant coeliac patients may have oat specific inflammatory cells in their small bowel mucosa.
2	Omnivorous human subjects produced more TMAO than did vegans or vegetarians following ingestion of L-carnitine through a microbiota-dependent mechanism.	Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegans.
1	Intestinal microbiota may thus contribute to the well-established link between high levels of red meat consumption and CVD risk.	Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegans.
0	Omnivorous human subjects produced more TMAO than did vegans or vegetarians following ingestion of L-carnitine through a microbiota-dependent mechanism.	Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegans.
1	In mice with an intact intestinal microbiota, dietary supplementation with TMAO or either carnitine or choline reduced in vivo reverse cholesterol transport.	Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegans.
0	Omnivorous human subjects produced more TMAO than did vegans or vegetarians following ingestion of L-carnitine through a microbiota-dependent mechanism.	Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegetarians.
1	Intestinal microbiota may thus contribute to the well-established link between high levels of red meat consumption and CVD risk.	Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegetarians.
0	Of these, 21% (81/395) were discontinued early, most commonly owing to poor recruitment (44%, 36/81).	One in five surgical randomized controlled trials are discontinued early.
0	CONCLUSIONS One in five surgical randomised controlled trials are discontinued early, one in three completed trials remain unpublished, and investigators of unpublished studies are frequently not contactable.	One in five surgical randomized controlled trials are discontinued early.
1	MAIN OUTCOME MEASURES Trial discontinuation before completion and non-publication after completion.	One in five surgical randomized controlled trials are discontinued early.
1	Only 43% (6/14) and 20% (25/122) replies were received.	One in five surgical randomized controlled trials are discontinued early.
2	Of these, 21% (81/395) were discontinued early, most commonly owing to poor recruitment (44%, 36/81).	One in two surgical randomized controlled trials are discontinued early.
2	CONCLUSIONS One in five surgical randomised controlled trials are discontinued early, one in three completed trials remain unpublished, and investigators of unpublished studies are frequently not contactable.	One in two surgical randomized controlled trials are discontinued early.
1	A further 6% (20/314) of studies presented results on ClinicalTrials.gov without a corresponding peer reviewed publication.	One in two surgical randomized controlled trials are discontinued early.
1	To promote future efficiency and transparency, changes are proposed to research governance frameworks to overcome these concerns.	One in two surgical randomized controlled trials are discontinued early.
0	Granulocyte colony-stimulating factor (G-CSF), used clinically to mobilize HSPCs, induces changes in the morphology and gene expression of the osteocytic network that precedes changes in osteoblasts.	Osteocytes have an essential role in G-CSF induced HSPC mobilization.
0	Mice with targeted ablation of osteocytes or a disrupted osteocyte network have comparable numbers of HSPCs in the BM but fail to mobilize HSPCs in response to G-CSF.	Osteocytes have an essential role in G-CSF induced HSPC mobilization.
1	This rapid response is likely under control of the sympathetic nervous system, since osteocytes express the β2-adrenergic receptor and surgical sympathectomy prevents it.	Osteocytes have an essential role in G-CSF induced HSPC mobilization.
1	The bone marrow (BM) niche comprises multiple cell types that regulate hematopoietic stem/progenitor cell (HSPC) migration out of the niche and into the circulation.	Osteocytes have an essential role in G-CSF induced HSPC mobilization.
0	Inhibition of PCSK9 also results in reductions of plasma lipoprotein (a) levels.	PCSK9 inhibitors decrease plasma Lp(a) levels.
0	The increase in apo(a) FCR during alirocumab treatment suggests that increased LDL receptors may also play a role in the reduction of plasma Lp(a).	PCSK9 inhibitors decrease plasma Lp(a) levels.
1	METHODS Eighteen (10 F, 8 mol/L) participants completed a placebo-controlled, 2-period study.	PCSK9 inhibitors decrease plasma Lp(a) levels.
1	They received 2 doses of placebo, 2 weeks apart, followed by 5 doses of 150 mg of alirocumab, 2 weeks apart.	PCSK9 inhibitors decrease plasma Lp(a) levels.
0	Triggering of PD-1 expressed on monocytes by PD-L1 expressed on various cell types induced IL-10 production and led to reversible CD4+ T cell dysfunction.	PD-1 triggering on monocytes enhances IL-10 production by monocytes.
0	We describe a new function for PD-1 whereby microbial products inhibit T cell expansion and function by upregulating PD-1 levels and IL-10 production by monocytes after binding of PD-1 by PD-L1.	PD-1 triggering on monocytes enhances IL-10 production by monocytes.
1	Blocking interactions between PD-1 and programmed death ligand-1 (PD-L1) and between IL-10 and IL-10 receptor (IL-10R) results in viral clearance and improves T cell function in animal models of chronic viral infections.	PD-1 triggering on monocytes enhances IL-10 production by monocytes.
1	Here we show that high amounts of microbial products and inflammatory cytokines in the plasma of HIV-infected subjects lead to upregulation of PD-1 expression on monocytes that correlates with high plasma concentrations of IL-10.	PD-1 triggering on monocytes enhances IL-10 production by monocytes.
2	Here, we found that Protein Kinase G1 (PKG-I) localized presynaptically in nociceptor terminals plays an essential role in the expression of spinal LTP.	PKG-la does not have a large impact on expression of pain hypersensitivity in PGK-la knockout mice.
2	Our results thus indicate that presynaptic mechanisms involving an increase in release probability from nociceptors are operational in the expression of synaptic LTP on spinal-PAG projection neurons and that PKG-I localized in presynaptic nociceptor terminals plays an essential role in this process to regulate pain sensitivity.	PKG-la does not have a large impact on expression of pain hypersensitivity in PGK-la knockout mice.
1	Because cGMP can broadly influence diverse ion-channels, kinases, and phosphodiesterases, pre- as well as post-synaptically, the precise identity of cGMP targets mediating spinal LTP, their mechanisms of action, and their locus in the spinal circuitry are still unclear.	PKG-la does not have a large impact on expression of pain hypersensitivity in PGK-la knockout mice.
1	Previous studies have functionally implicated the NMDA receptor-NO pathway and the downstream second messenger, cGMP, in these processes.	PKG-la does not have a large impact on expression of pain hypersensitivity in PGK-la knockout mice.
2	Patch clamp recordings showed that activity-induced LTP at identified synapses between nociceptors and spinal neurons projecting to the periaqueductal grey (PAG) was completely abolished in SNS-PKG-I(-/-) mice, although basal synaptic transmission was not affected.	PKG-la does not have a large impact on expression of spinal long term potentiation in PGK-la knockout mice.
1	Analyses of synaptic failure rates and paired-pulse ratios indicated a role for presynaptic PKG-I in regulating the probability of neurotransmitter release.	PKG-la does not have a large impact on expression of spinal long term potentiation in PGK-la knockout mice.
0	Patch clamp recordings showed that activity-induced LTP at identified synapses between nociceptors and spinal neurons projecting to the periaqueductal grey (PAG) was completely abolished in SNS-PKG-I(-/-) mice, although basal synaptic transmission was not affected.	PKG-la plays an essential role in expression of spinal long term potentiation in PGK-la knockout mice.
1	Here, we found that Protein Kinase G1 (PKG-I) localized presynaptically in nociceptor terminals plays an essential role in the expression of spinal LTP.	PKG-la plays an essential role in expression of spinal long term potentiation in PGK-la knockout mice.
0	Here we report that the lipid and protein phosphatase, PTEN, has a novel role in the nucleus by functioning as an indispensible regulator with SRF to maintain the differentiated SM phenotype.	PTEN is a regulator for the transcriptional activity of SRF
0	PTEN interacts with the N-terminal domain of SRF and PTEN-SRF interaction promotes SRF binding to essential promoter elements in SM-specific genes.	PTEN is a regulator for the transcriptional activity of SRF
0	Factors inducing phenotypic switching promote loss of nuclear PTEN through nucleo-cytoplasmic translocation resulting in reduced myogenically active SRF, but enhanced SRF activity on target genes involved in proliferation.	PTEN is a regulator for the transcriptional activity of SRF
0	The HR for light smokers was 0.44 (95% CI, 0.35-0.56); for quitters, HR 0.50 (95% CI, 0.36-0.69), for stable ex-smokers, HR 0.17 (95% CI, 0.13-0.23), and for never smokers, HR 0.09 (95% CI, 0.06-0.13).	Participants who quit smoking reduce lung cancer risk by approximately 50%.
1	The study population was divided into 6 groups according to smoking habits: continued heavy smokers (> or =15 cigarettes/d), reducers (reduced from > or =15 cigarettes/d by minimum of 50% without quitting), continued light smokers (1-14 cigarettes/d), quitters (stopped between first and second examination), stable ex-smokers, and never smokers.	Participants who quit smoking reduce lung cancer risk by approximately 50%.
0	In an analysis stratified by previous antiretroviral therapy and clinical stage when starting HAART (US Centers for Disease Control and Prevention group A, B, or C), the adjusted hazard ratio for progression to AIDS or death was 0.79 (95% confidence interval 0.63 to 0.98) for participants with a stable partnership compared with those without.	Patients in stable partnerships have a slower progression from HIV to AIDS.
0	CONCLUSIONS A stable partnership is associated with a slower rate of progression to AIDS or death in HIV infected patients receiving HAART.	Patients in stable partnerships have a slower progression from HIV to AIDS.
1	Adjusted hazards ratios for other endpoints were 0.59 (0.44 to 0.79) for progression to death, 1.15 (1.06 to 1.24) for an increase in CD4 cells of 100 counts/microl or more, and 1.06 (0.98 to 1.14) for optimal viral suppression.	Patients in stable partnerships have a slower progression from HIV to AIDS.
1	DESIGN Prospective cohort study of adults with HIV (Swiss HIV cohort study).	Patients in stable partnerships have a slower progression from HIV to AIDS.
2	In an analysis stratified by previous antiretroviral therapy and clinical stage when starting HAART (US Centers for Disease Control and Prevention group A, B, or C), the adjusted hazard ratio for progression to AIDS or death was 0.79 (95% confidence interval 0.63 to 0.98) for participants with a stable partnership compared with those without.	Patients in stable partnerships progress from HIV to death at the same rate as patients not in partnerships.
2	CONCLUSIONS A stable partnership is associated with a slower rate of progression to AIDS or death in HIV infected patients receiving HAART.	Patients in stable partnerships progress from HIV to death at the same rate as patients not in partnerships.
1	SETTING Seven outpatient clinics throughout Switzerland.	Patients in stable partnerships progress from HIV to death at the same rate as patients not in partnerships.
1	OBJECTIVES To explore the association between a stable partnership and clinical outcome in HIV infected patients receiving highly active antiretroviral therapy (HAART).	Patients in stable partnerships progress from HIV to death at the same rate as patients not in partnerships.
0	For example, the adjusted odds ratio for patients with breast cancer in the least compared with most deprived fifth of deprivation was 0.63 (95% confidence interval 0.60 to 0.66) and the adjusted odds ratio for patients with lung cancer aged 80-89 compared with those aged 50-59 was 3.13 (2.93 to 3.34).There were some improvements in disparities between age groups but not for patients living in deprived areas over time.	Patients with common epithelial cancers  are more likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.
0	For example, 67.4% (3529/5237) of patients in the most deprived fifth of deprivation had anterior resection for rectal cancer compared with 75.5% (4497/5959) of patients in the least deprived fifth (1.34, 1.22 to 1.47).	Patients with common epithelial cancers  are more likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.
1	SETTING Hospital episode statistics (HES) dataset.	Patients with common epithelial cancers  are more likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.
1	RESULTS Patients from deprived areas, older people, and women were more likely to be admitted as emergencies.	Patients with common epithelial cancers  are more likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.
1	For example, the adjusted odds ratio for lung cancer patients aged 80-89 compared with those aged 50-59 was 0.52 (0.46 to 0.59).	Patients with common epithelial cancers  are more likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.
2	For example, the adjusted odds ratio for patients with breast cancer in the least compared with most deprived fifth of deprivation was 0.63 (95% confidence interval 0.60 to 0.66) and the adjusted odds ratio for patients with lung cancer aged 80-89 compared with those aged 50-59 was 3.13 (2.93 to 3.34).There were some improvements in disparities between age groups but not for patients living in deprived areas over time.	Patients with common epithelial cancers are less likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.
